"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Np Likeness Score";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL4650346";"MIRAMISTIN";"DT 2 (SURFACTANT)|MIRAMISTIN|MYRAMISTIN";"Small molecule";"2.0";"439.13";"25";"67";"6.47";"29.10";"1";"1";"1";"18";"N";"0.22";"None";"None";"2.42";"2.42";"1";"MOL";"0";"29";"3";"1";"1";"403.3683";"-0.13";"NEUTRAL";"C26H47ClN2O";"CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)Cc1ccccc1.[Cl-]";"JQQZCIIDNVIQKO-UHFFFAOYSA-N"
"CHEMBL579205";"FLUTEMETAMOL";"FLUTEMETAMOL|[3H]-Flutemetamol";"Small molecule";"4.0";"274.32";"2";"4";"3.85";"45.15";"4";"2";"0";"2";"N";"0.75";"9.23";"2.89";"3.45";"3.44";"3";"MOL";"0";"19";"3";"2";"0";"274.0576";"-1.78";"NEUTRAL";"C14H11FN2OS";"CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F";"VVECGOCJFKTUAX-UHFFFAOYSA-N"
"CHEMBL2106370";"ILAPRAZOLE";"ILAPRAZOLE|NOLTEC";"Small molecule";"3.0";"366.45";"2";"4";"3.37";"78.79";"5";"1";"0";"5";"N";"0.55";"10.10";"4.27";"3.04";"3.04";"4";"MOL";"0";"26";"6";"1";"0";"366.1150";"-1.00";"NEUTRAL";"C19H18N4O2S";"COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C";"HRRXCXABAPSOCP-UHFFFAOYSA-N"
"CHEMBL389621";"HYDROCORTISONE";"ACETASOL HC|ACTICORT|AEROSEB-HC|ALA-CORT|ALA-SCALP|ALKINDI SPRINKLE|ALPHADERM|ANFLAM|ANUGESIC HC|ANUSOL HC|ANUSOL PLUS HC|ANUSOL SOOTHING RELIEF|Anucort-HC|Anusol-HC|BALNEOL-HC|BETA-HC|CALMURID HC|CANESTEN HC|CETACORT|CIPRO HC|COBADEX|COLOCORT|CORLAN|CORT-DOME|CORTENEM|CORTENEMA|CORTISOL|Cor-Oticin|Cortef|Cortifoam|Cortril|DAKTACORT|DAKTACORT HYDROCORT|DERMA CARE HYDROCORT|DERMACORT|DERMASPRAY DEMANG|DIODERM|DOME-CORT|ECONACORT|EFCORTELAN P|ELDECORT|EPICORT|EURAX-HC|EURAX-HYDROCORT|EVACORT|EXE-CORT|FLEXICORT|GERMOLOIDS HC|GLYCORT|GREGODERM|H-CORT|HC #1|HC #4|HC (HYDROCORTISONE)|HI-COR|HYDRO-RX|HYDROCORT IN CALAMINE OILY|HYDROCORT IN CETOMACROGOL FOR A|HYDROCORT IN WTE SOFT PARAF|HYDROCORTISONE|HYDROCORTISONE IN ABSORBASE|HYDRODERM|HYDRODERM HC|Hydrocortisone|Hydrocortone|Hytone|JUNGLE FOR|Locoid|MEDICORT|MILDISON LIPOCREAM|Micort-HC|NOGENIC HC|NSC-10483|NUTRACORT|NYBADEX|NYSTAFORM-HC|Neo-Cortef|OTOSEPTIL|OTOSPORIN|Ophthocort|PENECORT|PERINAL|PLENADREN|PROCTOCORT|PROCTOCREAM HC|PROCTOFOAM HC|PROCTOSEDYL|QUINOCORT|SENTIAL HC|STIE-CORT|SYNACORT|TERRA-CORTRIL NYSTATIN|TEXACORT|TIMOCORT|TIMODINE|TOPISONE|TRI-CICATRIN|Terra-Cortril|U-Cort|UNIROID|UNIROID HC|XYLOPROCT|ZENOXONE";"Small molecule";"4.0";"362.47";"245";"1396";"1.78";"94.83";"5";"3";"0";"2";"N";"0.70";"12.59";"None";"1.28";"1.28";"0";"MOL";"0";"26";"5";"3";"0";"362.2093";"2.41";"NEUTRAL";"C21H30O5";"C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO";"JYGXADMDTFJGBT-VWUMJDOOSA-N"
"CHEMBL4634542";"BMS-986251";"BMS-986251";"Small molecule";"1.0";"667.62";"15";"59";"6.47";"91.75";"4";"1";"2";"5";"N";"0.29";"4.08";"0.49";"6.44";"3.33";"2";"MOL";"0";"45";"6";"1";"2";"667.1639";"-0.10";"ACID";"C30H29F8NO5S";"C[C@H]1C[C@H](C(=O)O)CC[C@H]1C(=O)N1CC[C@@]2(S(=O)(=O)c3ccc(F)cc3)c3ccc(C(F)(C(F)(F)F)C(F)(F)F)cc3CC[C@@H]12";"JQORWGARJVSRBA-QOTTZFGFSA-N"
"CHEMBL4650309";"IM-156";"HL-156A|HL156A|HL271 ACETATE|IM-156|IM156";"Small molecule";"1.0";"375.35";"";"";"2.55";"84.23";"3";"4";"0";"2";"N";"0.50";"None";"10.17";"3.10";"0.11";"1";"MOL";"0";"22";"6";"4";"0";"315.1307";"-1.01";"BASE";"C15H20F3N5O3";"CC(=O)O.N=C(NC(=N)N1CCCC1)Nc1ccc(OC(F)(F)F)cc1";"AGFDCTOLSXWRDZ-UHFFFAOYSA-N"
"CHEMBL513922";"EMAPUNIL";"AC-5216|EMAPUNIL|XBD-173|XBD173";"Small molecule";"2.0";"401.47";"8";"23";"2.85";"73.02";"6";"0";"0";"6";"N";"0.50";"None";"1.42";"4.08";"4.08";"4";"MOL";"0";"30";"7";"0";"0";"401.1852";"-1.72";"NEUTRAL";"C23H23N5O2";"CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(C)c2cnc(-c3ccccc3)nc21";"NBMBIEOUVBHEBM-UHFFFAOYSA-N"
"CHEMBL1969664";"AZD-1080";"AZ-11548415|AZD-1080";"Small molecule";"1.0";"334.38";"153";"160";"2.64";"85.17";"5";"2";"0";"3";"N";"0.77";"6.97";"6.37";"1.90";"1.69";"3";"MOL";"0";"25";"6";"2";"0";"334.1430";"-1.40";"NEUTRAL";"C19H18N4O2";"N#Cc1ccc2[nH]c(O)c(-c3ccc(CN4CCOCC4)cn3)c2c1";"BLTVBQXJFVRPFK-UHFFFAOYSA-N"
"CHEMBL1197";"HEXYLCAINE";"Cyclaine|HEXYLCAINE|Hexylcaine|OSMOCAINE";"Small molecule";"4.0";"261.36";"4";"8";"3.15";"38.33";"3";"1";"0";"5";"N";"0.83";"None";"9.87";"3.83";"1.43";"1";"MOL";"0";"19";"3";"1";"0";"261.1729";"-0.24";"BASE";"C16H23NO2";"CC(CNC1CCCCC1)OC(=O)c1ccccc1";"DKLKMKYDWHYZTD-UHFFFAOYSA-N"
"CHEMBL4297380";"VALNIVUDINE HYDROCHLORIDE";"FV-100|VALNIVUDINE HYDROCHLORIDE";"Small molecule";"3.0";"534.05";"";"";"3.56";"129.81";"9";"2";"0";"10";"N";"0.32";"13.99";"7.48";"3.60";"3.26";"3";"MOL";"0";"36";"9";"3";"0";"497.2526";"0.64";"NEUTRAL";"C27H36ClN3O6";"CCCCCc1ccc(-c2cc3cn([C@H]4C[C@H](O)[C@@H](COC(=O)[C@@H](N)C(C)C)O4)c(=O)nc3o2)cc1.Cl";"CAHTYTZOAVUCIU-ZMQZINMSSA-N"
"CHEMBL4091374";"LANIFIBRANOR";"IVA-337|IVA337|LANIFIBRANOR";"Small molecule";"3.0";"434.93";"10";"83";"4.55";"89.26";"6";"1";"0";"6";"N";"0.48";"3.72";"1.64";"4.04";"0.74";"4";"MOL";"0";"28";"6";"1";"0";"434.0162";"-1.37";"ACID";"C19H15ClN2O4S2";"O=C(O)CCCc1cc2cc(Cl)ccc2n1S(=O)(=O)c1ccc2ncsc2c1";"OQDQIFQRNZIEEJ-UHFFFAOYSA-N"
"CHEMBL3989690";"TESOFENSINE";"NS 2330|NS-2330|TESOFENSINE";"Small molecule";"2.0";"328.28";"";"";"4.60";"12.47";"2";"0";"0";"4";"N";"0.80";"None";"9.67";"4.16";"1.92";"1";"MOL";"0";"21";"2";"0";"0";"327.1157";"-0.05";"BASE";"C17H23Cl2NO";"CCOC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C";"VCVWXKKWDOJNIT-ZOMKSWQUSA-N"
"CHEMBL4297610";"OLUTASIDENIB";"FT-2102|OLUTASIDENIB";"Small molecule";"1.0";"354.80";"6";"35";"2.92";"90.68";"5";"2";"0";"3";"N";"0.76";"13.49";"1.26";"1.89";"1.89";"3";"MOL";"0";"25";"6";"2";"0";"354.0884";"-1.36";"NEUTRAL";"C18H15ClN4O2";"C[C@H](Nc1ccc(C#N)n(C)c1=O)c1cc2cc(Cl)ccc2[nH]c1=O";"NEQYWYXGTJDAKR-JTQLQIEISA-N"
"CHEMBL3360203";"PILARALISIB";"PILARALISIB|Pilaralisib|SAR-245408|SAR245408|XL-147|XL147";"Small molecule";"2.0";"541.03";"13";"76";"4.51";"148.33";"8";"4";"1";"8";"N";"0.25";"5.99";"8.48";"3.27";"3.29";"4";"MOL";"0";"37";"10";"5";"1";"540.1347";"-1.58";"ACID";"C25H25ClN6O4S";"COc1ccc(Cl)c(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc(NC(=O)C(C)(C)N)c2)c1";"QINPEPAQOBZPOF-UHFFFAOYSA-N"
"CHEMBL3707374";"AMISELIMOD HYDROCHLORIDE";"AMISELIMOD HYDROCHLORIDE|MT-1303";"Small molecule";"2.0";"413.91";"";"";"3.67";"75.71";"4";"3";"0";"12";"N";"0.49";"None";"9.38";"3.81";"1.87";"1";"MOL";"0";"26";"4";"4";"0";"377.2178";"0.07";"BASE";"C19H31ClF3NO3";"CCCCCCCOc1ccc(CCC(N)(CO)CO)cc1C(F)(F)F.Cl";"GEDVJGOVRLHFQG-UHFFFAOYSA-N"
"CHEMBL4297318";"PG-530742";"PG-116800|PG-530742|PGE-7113313|PGE7113313";"Small molecule";"2.0";"501.56";"";"";"1.40";"134.27";"7";"3";"1";"9";"N";"0.44";"3.17";"6.18";"-0.59";"-1.37";"2";"MOL";"0";"35";"10";"3";"1";"501.1570";"-1.29";"ACID";"C24H27N3O7S";"COc1ccc(C(=O)Nc2ccc(S(=O)(=O)NC(CC#CCN3CCOCC3)C(=O)O)cc2)cc1";"JAYVKNDQKXUNOJ-UHFFFAOYSA-N"
"CHEMBL3544911";"PREXASERTIB";"LY2606368|PREXASERTIB";"Small molecule";"2.0";"365.40";"23";"34";"2.22";"134.76";"8";"3";"0";"8";"N";"0.52";"10.02";"9.85";"0.73";"-1.19";"3";"MOL";"0";"27";"9";"4";"0";"365.1600";"-0.73";"BASE";"C18H19N7O2";"COc1cccc(OCCCN)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1";"DOTGPNHGTYJDEP-UHFFFAOYSA-N"
"CHEMBL3218390";"GGTI-2418";"GGTI-2418|PTX-100";"Small molecule";"1.0";"441.53";"3";"3";"2.18";"118.63";"4";"3";"0";"8";"N";"0.58";"3.95";"6.48";"0.18";"-0.78";"2";"MOL";"0";"32";"9";"3";"0";"441.2376";"-0.51";"ACID";"C23H31N5O4";"Cc1nc[nH]c1CN1CCN(C(=O)N[C@@H](CC(C)C)C(=O)O)[C@@H](Cc2ccccc2)C1=O";"COLCNDRDBCLVOC-ICSRJNTNSA-N"
"CHEMBL1093059";"BARDOXOLONE";"2-CYANO-3,12-DIOXOOLEANA-1,9(11)-DIEN-28-OIC ACID|BARDOXOLONE|CDDO|RTA 401|RTA-401";"Small molecule";"1.0";"491.67";"79";"110";"6.29";"95.23";"4";"1";"1";"1";"N";"0.46";"4.60";"None";"6.40";"3.68";"0";"MOL";"0";"36";"5";"1";"1";"491.3036";"2.31";"ACID";"C31H41NO4";"CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1";"TXGZJQLMVSIZEI-UQMAOPSPSA-N"
"CHEMBL1255943";"GLUTAMIC ACID HYDROCHLORIDE";"GLUTAMIC ACID HCL|GLUTAMIC ACID HYDROCHLORIDE|L-GLUTAMIC ACID HYDROCHLORIDE|L-Glutamic Acid Hydrochloride|MURIPSIN|NSC-9239";"Small molecule";"4.0";"183.59";"8";"11";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"183.0298";"None";"None";"C5H10ClNO4";"Cl.N[C@@H](CCC(=O)O)C(=O)O";"RPAJSBKBKSSMLJ-DFWYDOINSA-N"
"CHEMBL4594275";"GUSACITINIB";"ASN-002|ASN002|EN-3351|EN3351|GUSACITINIB";"Small molecule";"2.0";"460.54";"2";"3";"2.55";"134.06";"9";"3";"0";"5";"N";"0.52";"9.32";"5.94";"3.61";"3.59";"3";"MOL";"0";"34";"10";"3";"0";"460.2335";"-1.25";"NEUTRAL";"C24H28N8O2";"N#CCC1CCN(c2nc(Nc3ccc(N4CCC(O)CC4)cc3)c3c(=O)[nH]ncc3n2)CC1";"NLFLXLJXEIUQDL-UHFFFAOYSA-N"
"CHEMBL333950";"MAXACALCITOL";"1ALPHA,25-DIHYDROXY-22-OXAVITAMIN D3|22-OXACALCITRIOL|MAXACALCITOL|OCT|OXAROL|Prezios|SCH 209579|SCH-209579";"Small molecule";"3.0";"418.62";"17";"28";"4.69";"69.92";"4";"3";"0";"6";"N";"0.59";"None";"None";"2.79";"2.79";"0";"MOL";"0";"30";"4";"3";"0";"418.3083";"2.29";"NEUTRAL";"C26H42O4";"C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O";"DTXXSJZBSTYZKE-ZDQKKZTESA-N"
"CHEMBL4117187";"MASUPIRDINE";"MASUPIRDINE|SUVN-502";"Small molecule";"3.0";"478.41";"";"";"3.40";"54.78";"6";"0";"0";"5";"N";"0.56";"None";"7.79";"3.40";"2.86";"3";"MOL";"0";"29";"6";"0";"0";"477.0722";"-1.33";"NEUTRAL";"C21H24BrN3O3S";"COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br";"GWCYPEHWIZXYFZ-UHFFFAOYSA-N"
"CHEMBL1184";"ACETYLCHOLINE CHLORIDE";"ACETYLCHOLINE CHLORIDE|ACETYLCHOLINE CHLORIDE FOR INJECTION|Acetylcholine|Acetylcholine Chloride|CHOLINE ACETATE (ESTER) CHLORIDE|MIOCHOL-E|MIPHTEL|Miochol|Miochol-E|NSC-755845";"Small molecule";"4.0";"181.66";"23";"40";"0.26";"26.30";"2";"0";"0";"3";"Y";"0.42";"None";"None";"-4.22";"-4.22";"0";"MOL";"0";"10";"3";"0";"0";"146.1176";"1.19";"NEUTRAL";"C7H16ClNO2";"CC(=O)OCC[N+](C)(C)C.[Cl-]";"JUGOREOARAHOCO-UHFFFAOYSA-M"
"CHEMBL259223";"MENATETRENONE";"KAYTWO|KAYTWO N|MENAQUINONE 4|MENAQUINONE-4|MENATETRANONE|MENATETRENONE|VITAMIN K2(20)";"Small molecule";"3.0";"444.66";"36";"79";"8.92";"34.14";"2";"0";"1";"11";"N";"0.32";"None";"None";"8.48";"8.48";"1";"MOL";"0";"33";"2";"0";"1";"444.3028";"1.36";"NEUTRAL";"C31H40O2";"CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=C(C)C(=O)c2ccccc2C1=O";"DKHGMERMDICWDU-GHDNBGIDSA-N"
"CHEMBL4297459";"CC-11006";"CC 11006|CC-11006";"Small molecule";"1.0";"355.35";"";"";"0.11";"112.65";"5";"2";"0";"4";"N";"0.74";"11.59";"None";"-0.26";"-0.26";"1";"MOL";"0";"26";"8";"2";"0";"355.1168";"-0.82";"NEUTRAL";"C18H17N3O5";"O=C1CCC(N2C(=O)c3cccc(CNC(=O)C4CC4)c3C2=O)C(=O)N1";"ZBXHNCURDISBRO-UHFFFAOYSA-N"
"CHEMBL571948";"Y-39983";"Y-39983";"Small molecule";"1.0";"280.33";"295";"318";"2.83";"83.80";"3";"3";"0";"3";"N";"0.69";"None";"9.37";"1.86";"-0.09";"3";"MOL";"0";"21";"5";"4";"0";"280.1324";"-1.16";"BASE";"C16H16N4O";"C[C@@H](N)c1ccc(C(=O)Nc2ccnc3[nH]ccc23)cc1";"JTVBXQAYBIJXRP-SNVBAGLBSA-N"
"CHEMBL707";"DOXAZOSIN";"C02CA04|Cardura|DOXAZOSIN|Doxazosin|UK-33274";"Small molecule";"4.0";"451.48";"154";"978";"1.72";"112.27";"9";"1";"0";"4";"N";"0.63";"12.67";"7.24";"2.14";"1.91";"3";"MOL";"0";"33";"10";"2";"0";"451.1856";"-0.79";"NEUTRAL";"C23H25N5O5";"COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC";"RUZYUOTYCVRMRZ-UHFFFAOYSA-N"
"CHEMBL1909072";"PIPAMAZINE";"PIPAMAZINE";"Small molecule";"4.0";"401.96";"108";"270";"4.53";"49.57";"4";"1";"0";"5";"N";"0.80";"None";"8.73";"3.80";"2.45";"2";"MOL";"0";"27";"4";"2";"0";"401.1329";"-1.62";"BASE";"C21H24ClN3OS";"NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1";"OSJJYEUEJRVVOD-UHFFFAOYSA-N"
"CHEMBL4297651";"ACLIMOSTAT";"ACLIMOSTAT|ZGN-1061";"Small molecule";"2.0";"478.63";"";"";"2.85";"76.30";"7";"0";"0";"8";"N";"0.39";"None";"7.57";"2.03";"1.64";"0";"MOL";"0";"34";"8";"0";"0";"478.3043";"1.45";"NEUTRAL";"C26H42N2O6";"CO[C@@H]1[C@H](OC(=O)N2CC(CCN3CCOCC3)C2)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C";"QJWJPMLDQYEPPW-AUKZVGPFSA-N"
"CHEMBL1808388";"BEXAGLIFLOZIN";"BEXAGLIFLOZIN|EGT-0001442|EGT-1442|EGT0001442|EGT1442|THR-1442|THR1442";"Small molecule";"3.0";"464.94";"5";"5";"2.00";"108.61";"7";"4";"0";"9";"N";"0.42";"12.57";"None";"2.17";"2.17";"2";"MOL";"0";"32";"7";"4";"0";"464.1602";"0.60";"NEUTRAL";"C24H29ClO7";"OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O";"BTCRKOKVYTVOLU-SJSRKZJXSA-N"
"CHEMBL931";"HALOTHANE";"FREON 123B1|Fluothane|HALOTHANE|HALOTHANUM|Halothane|NSC-143490|Rhidialothan";"Small molecule";"4.0";"197.38";"19";"85";"2.51";"0.00";"0";"0";"0";"0";"Y";"0.52";"None";"None";"2.12";"2.12";"0";"MOL";"0";"7";"0";"0";"0";"195.8902";"-0.60";"NEUTRAL";"C2HBrClF3";"FC(F)(F)C(Cl)Br";"BCQZXOMGPXTTIC-UHFFFAOYSA-N"
"CHEMBL52939";"SARPOGRELATE";"SARPOGRELATE|SARPOGRELATE HYDROCHLORIDE";"Small molecule";"3.0";"429.51";"9";"29";"3.20";"85.30";"6";"1";"0";"13";"N";"0.49";"3.78";"8.15";"1.12";"1.07";"2";"MOL";"0";"31";"7";"1";"0";"429.2151";"-0.14";"ACID";"C24H31NO6";"COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1";"FFYNAVGJSYHHFO-UHFFFAOYSA-N"
"CHEMBL2104594";"CALCIUM GLUBIONATE";"CALC-SANDOZ|CALCIUM GLUBIONATE|CALCIUM GLUCONOGALACTOGLUCONATE|GLUBIONATE CALCIUM|Neo-Calglucon";"Small molecule";"4.0";"610.53";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"592.1164";"None";"None";"C18H34CaO20";"O.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2]";"OKRXSXDSNLJCRS-NLOQLBMISA-L"
"CHEMBL1201045";"ACETRIZOATE SODIUM";"ACETRIZOATE SODIUM|ACETRIZOATE SODIUM SALT|ACETRIZOIC ACID SODIUM SALT|SODIUM ACETRIZOATE|Salpix";"Small molecule";"4.0";"596.86";"1";"3";"3.16";"66.40";"2";"2";"1";"2";"N";"0.55";"2.33";"None";"3.66";"0.14";"1";"MOL";"0";"16";"4";"2";"1";"556.7482";"-0.18";"ACID";"C9H7I3NNaO4";"CC(=O)Nc1c(I)cc(I)c(C(=O)[O-])c1I.O.[Na+]";"XFFKZMNPQFASBU-UHFFFAOYSA-M"
"CHEMBL2110618";"MINOPAFANT";"E-5880|MINOPAFANT";"Small molecule";"2.0";"826.11";"";"";"9.39";"136.82";"9";"1";"2";"28";"N";"0.05";"None";"None";"5.11";"5.11";"2";"MOL";"0";"59";"13";"1";"3";"825.5372";"-0.27";"NEUTRAL";"C46H73N4O9+";"CCCCCCCCCCCCCCCCCCNC(=O)OC1CCN(C(=O)OC[C@H](COC(=O)N(Cc2cccc[n+]2CC)C(=O)c2ccccc2OC)OC)CC1";"HGOAIWZFTWACBD-RRHRGVEJSA-O"
"CHEMBL498847";"SECNIDAZOLE";"Deprozol|Flagentyl|NSC-759812|ORNIDAZOLE METABOLITE M4|PM-185184|RP 14539|RP-14539|SECNIDAL|SECNIDAZOLE|SECNIDAZOLE ANHYDROUS|SOLOSEC|SYM-1219|Sabima|Secnol";"Small molecule";"4.0";"185.18";"134";"340";"0.48";"81.19";"5";"1";"0";"3";"N";"0.55";"None";"3.02";"-0.04";"-0.04";"1";"MOL";"0";"13";"6";"1";"0";"185.0800";"-1.45";"NEUTRAL";"C7H11N3O3";"Cc1ncc([N+](=O)[O-])n1CC(C)O";"KPQZUUQMTUIKBP-UHFFFAOYSA-N"
"CHEMBL1068";"OXCARBAZEPINE";"GP-47680|KIN-493|NSC-758693|OXCARBAMAZEPINE|OXCARBAZEPINE|OXTELLAR XR|SPN-804|Trileptal";"Small molecule";"4.0";"252.27";"153";"789";"2.64";"63.40";"2";"1";"0";"0";"N";"0.78";"13.18";"None";"1.82";"1.82";"2";"MOL";"0";"19";"4";"2";"0";"252.0899";"-0.12";"NEUTRAL";"C15H12N2O2";"NC(=O)N1c2ccccc2CC(=O)c2ccccc21";"CTRLABGOLIVAIY-UHFFFAOYSA-N"
"CHEMBL1421";"DASATINIB";"BMS-354825|BMS-354825 HYDRATE|BMS-354825-03|DASATINIB|DASATINIB ANHYDROUS|DASATINIB HYDRATE|DASATINIB MONOHYDRATE|NSC-759877|Sprycel";"Small molecule";"4.0";"488.02";"1000";"2910";"3.31";"106.51";"9";"3";"0";"7";"N";"0.47";"8.52";"7.19";"3.83";"3.74";"3";"MOL";"0";"33";"9";"3";"0";"487.1557";"-2.33";"NEUTRAL";"C22H26ClN7O2S";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1";"ZBNZXTGUTAYRHI-UHFFFAOYSA-N"
"CHEMBL1200969";"DUTASTERIDE";"AVOLVE|Avodart|DUASTRIDE|DUTASTERIDE|GG-745|GI 198745|GI-198745|NSC-740477|NSC-759880";"Small molecule";"4.0";"528.54";"16";"60";"6.58";"58.20";"2";"2";"2";"2";"N";"0.43";"12.56";"None";"5.79";"5.79";"1";"MOL";"0";"37";"4";"2";"2";"528.2211";"0.74";"NEUTRAL";"C27H30F6N2O2";"C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12";"JWJOTENAMICLJG-QWBYCMEYSA-N"
"CHEMBL1256400";"XYLOMETAZOLINE HYDROCHLORIDE";"NAZO-MIST|NSC-757378|Neo-Synephrine II|OTRADROPS|OTRASPRAY|OTRIVINE|OTRIVINE HAY FEVER FOR|Otrivin Hydrochloride|XYLOMET HCL|XYLOMETAZOLINE HCL|XYLOMETAZOLINE HYDROCHLORIDE";"Small molecule";"4.0";"280.84";"26";"68";"3.15";"24.39";"2";"1";"0";"2";"N";"0.85";"None";"10.29";"3.78";"1.49";"1";"MOL";"0";"18";"2";"1";"0";"244.1939";"-0.34";"BASE";"C16H25ClN2";"Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1.Cl";"YGWFCQYETHJKNX-UHFFFAOYSA-N"
"CHEMBL1200359";"SULFAMETER";"AHR-857|BAY-5400|Bayrena|NSC-683528|NSC-757874|SH-613|SULFAMETER|SULFAMETHOXYDIAZINE|SULFAMETHOXYPYRIMIDINE|SULFAMETIN|SULFAMETOXYDIAZINE|SULPHAMETHOXYDIAZINE|Sulfametin|Sulfametoxydiazine|Sulla|Sulphamethoxydiazine|ULTRAX|Ultrax";"Small molecule";"4.0";"280.31";"18";"51";"0.87";"107.20";"6";"2";"0";"4";"N";"0.80";"7.06";"1.98";"0.23";"-0.18";"2";"MOL";"0";"19";"7";"3";"0";"280.0630";"-1.33";"NEUTRAL";"C11H12N4O3S";"COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1";"GPTONYMQFTZPKC-UHFFFAOYSA-N"
"CHEMBL1158";"PARAXANTHINE";"NSC-400018|PARAXANTHINE|Paraxanthine(72%)";"Small molecule";"0.5";"180.17";"28";"44";"-1.04";"72.68";"5";"1";"0";"0";"N";"0.56";"10.91";"None";"0.24";"0.24";"2";"MOL";"0";"13";"6";"1";"0";"180.0647";"-0.69";"NEUTRAL";"C7H8N4O2";"Cn1c(=O)[nH]c2ncn(C)c2c1=O";"QUNWUDVFRNGTCO-UHFFFAOYSA-N"
"CHEMBL1200843";"METHYLERGONOVINE MALEATE";"METHYLERGOMETRINE MALEATE|METHYLERGONOVINE MALEATE|METHYLERGONOVINIUM BIMALEATE|Methergine|NSC-757104";"Small molecule";"4.0";"455.51";"14";"26";"1.92";"68.36";"3";"3";"0";"4";"N";"0.80";"None";"7.93";"1.59";"0.95";"2";"MOL";"0";"25";"5";"3";"0";"339.1947";"0.91";"NEUTRAL";"C24H29N3O6";"CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O";"NOFOWWRHEPHDCY-DAUURJMHSA-N"
"CHEMBL270190";"ALVIMOPAN";"ADL 8-2698|ADL-8-2698|ALVIMOPAN|ALVIMOPAN ANHYDROUS|ALVIMOPAN DIHYDRATE|ANHYDROUS ALVIMOPAN|ENTEREG|LY-246736|LY-246736 DIHYDRATE|LY246736";"Small molecule";"4.0";"424.54";"48";"108";"3.05";"89.87";"4";"3";"0";"8";"N";"0.61";"3.71";"10.66";"0.82";"0.82";"2";"MOL";"0";"31";"6";"3";"0";"424.2362";"0.32";"ZWITTERION";"C25H32N2O4";"C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1";"UPNUIXSCZBYVBB-JVFUWBCBSA-N"
